C1,C2,C3,C4,C5,C6,C7,C8,C9
0.5408138291274243,0.2983313184891742,0.33256987067710775,-0.45294826272495897,-0.05203689873261713,0.2155641816599299,0.006440401873487933,-0.44091120038650383,0.09465901082552643
-0.06973414141259837,0.858744079198777,0.46509368629377623,-0.6014427269604705,-0.37356792738707195,0.2205876307235183,0.33074464003866744,-0.302891335717268,0.14018041609336424
0.4534853440242981,0.6998933564572759,-0.0006991947885808033,-0.37234180204925,0.1409028649255062,0.4813357572631844,-0.008189455009256483,-0.5588914421934531,-0.45675855906046975
0.1920369151149541,0.14487051349528043,0.3979117002673997,-0.2515258472642562,-0.10000757428717098,-0.12891542348678947,-0.0052553482004712125,-0.2423591362486631,0.25396964814544654
0.5191239380999615,0.37619246502264647,0.02244978917205978,0.18696864020418366,-0.5680324575346003,-0.08429215689553929,0.05204112535444472,0.03027486788677003,0.14075193484225096
0.7028469803499362,-0.12332246419727723,0.6563799807635151,-0.7279469345763152,0.586758423884639,-0.1913826816512828,0.3157924041435534,-0.6141180329317959,0.20846084966526768
0.12270212426870936,0.1405584707982419,0.7234738746333547,0.19006272139330127,-0.07736376476694064,-0.11282910693073223,-0.3541053918793796,0.20143054346900227,-0.30011489860918283
-0.05920588227659007,0.010717250213276908,0.3978205882523912,0.30330062778454514,-0.18303127489161064,-0.1536830069478654,0.15984466017428706,-0.38391638586702825,-0.0018521531831016125
0.01433371130641192,0.4186886138631943,0.2701824616352324,0.2214982967930721,0.24055151345758202,-0.37722586671608915,-0.07500020525512734,-0.07670699127315031,-0.28779301351214154
0.4738633381228696,0.2509576420012375,-0.1267868286102565,0.18661065747027958,0.05566784016187634,-0.2889975780612529,0.3874466501849521,-0.3689005989976088,-0.1129177575777584
0.9531017777946884,-0.07055600651251895,0.004343497910326722,0.3378153205937568,-0.738139530601974,0.08263362194327392,0.47990564276448017,-0.49087307862255175,0.1058659712915847
0.4386265686375985,0.3133349159442224,-0.042742062377693554,0.08489741141340969,0.024050615032513628,0.008641544519564226,-0.0153846195498345,-0.14915789315792316,0.17304241249088934
0.09715190983751948,0.1591273083383573,-0.05461455961477829,0.071704019278193,0.047834728868814194,0.06779171762419794,0.3771432035331903,-0.45286049530702793,0.15694803355529247
0.34424013361018,0.45658844042738245,0.08604747062197934,0.12251638105844037,-0.5542421298403567,-0.10581742159314789,0.3033905852705,-0.07170740182955503,-0.20214496203150661
-0.28409847952600137,0.34419616729586167,0.24355693236805828,-0.04187162591407592,-0.05171524396706363,-0.30194659945063435,0.06814042441399894,-0.07194898649658656,-0.26439419258941066
0.5677240231379663,-0.034554645086876015,-0.09077233599034029,0.29921007016594825,-0.13341193709109878,0.4493485426606132,-0.018344172019622795,-0.21197159604827812,0.03591526380733234
0.2688300853547031,0.3581200959695442,0.2136585156796614,-0.17087878000265289,-0.019870135964057872,0.08229209634138339,-0.16777100243123855,0.18778098932921417,0.47743776618127287
0.5504732432498762,0.39765385770247974,0.1474557003287509,-0.47482538644933836,-0.10567938512312836,-0.07140536841371901,0.42215465047706124,-0.391329878478146,0.06898928540174315
0.5563996983781849,-0.11719357623862603,0.24236501916974765,0.031333331412602465,0.29148995878352,-0.0160342397931897,-0.5208582707457193,0.38631992569831985,-0.26880574340709296
0.10377852972923221,0.4446350607019011,0.1424361854212145,-0.22462773928017832,-0.22264498633961416,-0.013171515983205095,-0.055985465057744516,-0.39267053538355207,0.21071940343100515
-0.1768297591460529,0.3047208363587611,0.06969409438777058,0.04653326644000068,-0.07562241954209314,-0.27752662925800264,-0.3241066593861675,-0.3969774891283738,-0.26343593587276815
0.285017500897252,0.2385121669659639,-0.017454817078912582,0.3418301017684243,0.16766579898777906,-0.14097558942112512,-0.1320112177935034,-0.03954841712098667,0.11006930165813847
0.18137607691862773,-0.0015820649547250154,0.08967785483346077,-0.05161680290119386,0.30597120961505686,-0.03512900665312291,-0.025806243118710492,-0.334410307618717,-0.2639286331494895
0.49718495204691115,0.184426995914303,-0.10796643933484588,-0.13062211490573067,0.07566360143066757,0.0589433941320521,-0.06924420538235754,0.03870421972590009,-0.20365477299328064
0.7681881793174237,-0.08320950629176016,-0.19658605638671348,0.39305952826180457,0.13877305037648469,-0.2382802595190908,0.22452243544728878,-0.27382468482751804,-0.030129640770153884
0.9473694605348199,0.007989443321616399,0.2742009751406612,-0.6346701315832717,0.45781932037745576,-0.27879054815375437,0.2461096894626032,-0.35907192809006927,0.15022940756752112
0.7299412589261504,0.07617700686051565,-0.24087460923658405,0.08163823234062953,0.07528718535741524,-0.028443273394210433,-0.22846657332205283,-0.04102017839196326,-0.1105500236638639
0.026799862232800065,0.35174765162433136,0.05480352416655593,-0.0979158883001468,-0.28424606431552296,0.023565987819128678,0.5446154688146119,0.10840432323485985,-0.03705078272288587
0.35716989047929515,-0.05021725896425537,0.0037484852321997275,-0.22151975679827524,0.03559048089406744,-0.017165699347944124,-0.3120918481989112,0.18214343426018648,-0.23833456855100685
0.2586850042191197,0.5688470608826453,0.3901436814833782,0.35616619037251873,-0.13243147909717928,-0.2960386458349836,-0.747071580001031,-0.20931891349299286,0.9178525331629397
0.31478223910500197,0.5784437108111683,0.012516956667797806,-0.024272186672002122,-0.17613198644445632,-0.12515136372759758,0.26990891826419255,-0.017520988188372735,-0.38752754212160107
0.687467828996886,-0.4149082886758503,0.6569792187372939,0.13289118529066873,-0.16442692868281006,0.43730985684864315,-0.6141642098062516,0.21677792245212082,-0.415617712268866
0.39613672525877947,0.14792631415210575,0.02131255911616277,-0.1996603774689214,0.13664164618184532,-0.08054865237808156,-0.10293917619433193,-0.2647110114279571,0.1617040383103781
-0.09367896886890509,0.2891078070139165,0.5696128121855044,0.4877240699049118,-0.5854783134858358,-0.3957210636574093,-0.03431493747371373,0.12886464666446645,0.2366769657326084
0.3565116922118009,0.13533193136618096,-0.05289434612843655,-0.1041071207419698,0.40632509514492005,-0.29132824833250354,-0.1987583134180126,-0.0760843070238321,-0.22034825346137243
-0.09353900455007119,0.13853344749656996,0.05614557662620413,-0.06285955638009509,0.19665397916541463,-0.03852026408637013,-0.40409015247676633,-0.0672651554815589,0.07500845806585041
0.27256069618312634,0.09302479123889439,0.14255091591810032,-0.223526119009322,-0.0544454019231803,-0.418262741334955,0.2638047052005251,0.06340485297939141,-0.33360161884043066
0.22390443193085222,0.29975162312490344,0.1744157776201398,0.20695406280950152,-0.18907256240993783,0.050473184009425846,0.08997589097780867,0.0010525146909113152,0.06074812762332055
0.7227248199883387,-0.0819596546233956,0.052597227678748776,-0.1759054701228528,0.282377190350831,-0.30362195865383423,0.07725307300822358,-0.14000265342058693,0.1732659689769238
0.4679752714824063,-0.07758063816055688,0.15817271818699064,-0.06898539056151032,0.09299985642339806,-0.32217198176076567,0.3270588250140552,0.13901593064004203,0.16976862862592854
0.3812132701339318,0.05227284331149967,0.2866527870906781,-0.050388998559179485,-0.19630239147193362,0.19821363693940036,-0.344433132272487,0.2961746543637962,0.2800417717946029
0.37544662868433354,0.5672336374519915,-0.20025654980969443,-0.4305160702387926,-0.18905019236104134,0.13257922961317997,0.07158224183257883,-0.13886299295894433,-0.2363061342954712
0.45707836674860913,0.5332719222117664,-0.37213915392843455,0.24169052671261765,0.2717205943437616,-0.39250255714187066,-0.08021570213167223,0.29924942308613406,-0.262844970964219
0.5039565577429691,0.20323827653526616,-0.035735399790463473,0.027334121492142593,-0.044067410708478916,-0.07857351400633025,-0.11385314832619114,0.0321116358583437,-0.057152935739168076
0.08209946615939112,0.18375677680369643,0.22151330812911024,0.19882129655583597,0.11347275594006728,-0.18909510059162649,0.17286600529718285,-0.315135042451916,-0.0933797375573363
0.4647867493971639,0.6089700227187886,-0.16107052209774897,0.09975553528741032,-0.4058439232873102,0.2351811908575674,-0.02127017479477311,-0.16380538727125282,0.002046697378926321
0.4496280011272278,0.3435690934306945,0.2840552962788672,-0.5095313344510286,-0.13133482976384497,0.11436562699708483,0.3816592874219068,-0.5616555745101501,-0.02696777715528667
-0.19264160461697333,-0.1318703292216561,-0.2167793643777856,-0.17655641500056996,0.08821055572063488,-0.31047069260269977,-0.23442448103485783,-0.22410509884850793,0.026049982147112516
0.5203991892880693,0.6299869442530587,0.19364870085334715,-0.449081157810317,-0.6618143328957233,0.4319438340880958,0.4637428496545384,0.023234749264313015,-0.3400806101447173
0.046341045422216245,-0.03501246420371405,-0.16988192812488265,0.2669809324382505,-0.2053451982355131,-0.3560446900001336,-0.24352861914325813,0.05014184458019598,-0.14227396255791724
-0.04535901722087653,0.41861188005778716,0.1907895550977819,-0.0817419007977275,-0.13379937006405085,0.06172129394315931,0.0036508425923801047,-0.32652999525307064,0.14563608059108618
0.03206845612947001,0.39444133153114275,-0.157603080367652,0.2513410087252891,0.24882595334419721,-0.009153146779417294,0.2621063600850124,-0.2596520135901396,-0.3846172030295522
0.18964660770802122,0.022271175361414153,0.1444209558170821,-0.22672001277703682,-0.12273493415396004,-0.15879385779188357,0.07442054202925819,-0.4832943159928814,0.020320090673077496
0.24035205754353395,0.27700264796584173,0.16900189185689102,-0.25730321836107867,0.16396498633072912,0.11964399946054588,-0.4143235559715751,-0.17638008041852218,0.1913776758957773
0.3116715663936577,-0.007184824457144134,0.15280755965205178,0.060557950849056894,-0.07189716358397735,0.11217442608997455,0.1391610149566085,-0.013175023721096267,0.25766087090357903
0.10677831695571519,0.21904602014571664,0.19212523474144094,0.17478398006777066,0.3194021155904481,0.19370780971795393,-0.062482811507548065,-0.38242870834605963,-0.28394114190858755
0.3697700127131687,0.017147309492388296,-0.054831593269089096,0.10135047713906734,-0.08038866135799272,-0.044996703067465976,0.17014137156073794,-0.21650461585198982,0.11341348532824308
0.45397653223743684,0.08066405143219998,-0.44749514502978227,0.42057267564273004,-0.19394820264799673,-0.4829235330202613,0.8087647134484766,-0.24437091870184258,-0.3191459275184085
-0.012432665916451934,-0.15520145852571643,-0.06930311689784524,0.034101203215006703,0.4210161273838027,0.09458757889224584,0.004212978844846116,0.24292588418011715,-0.21684242717209332
0.7526142621575249,0.33069305063552046,-0.10199409363863399,-0.16878884493182084,-0.39488013307255143,0.31834506832134046,0.3458733372138909,-0.18531598909124403,-0.06055702863505541
0.39391758736239124,-0.26083016182223207,0.3811849338841874,-0.17665043373899392,0.24582987212711271,-0.23349578382248382,0.07120762143773637,-0.030019163759991828,-0.6352346889270462
0.314290823491255,0.5123445271211582,0.08591083407843136,-0.17479657326367626,0.05392788985615132,-0.024040610390921785,-0.264904307572292,0.17331393722809432,-0.03265810695575311
0.0610805880595222,0.1807988511814683,0.3870262943569029,-0.17083085134660794,-0.01394316946317746,0.4379152686495913,0.0814608722944426,-0.06974070343106596,-0.28870384861243437
0.45035914826860274,-0.03632562589162884,-0.220196213330086,-0.03880007517644894,0.3134027777989284,-0.23660853041255564,0.10737378725067799,0.02739380330980526,-0.3470400184130196
0.059953454753007174,0.09628410140282802,0.4533986411152302,-0.25185965467715393,0.09289823510684406,0.11557029069803096,0.5165999126608756,-0.20812698144667036,-0.2514741177943111
0.12540833289675252,-0.03738229988437691,-0.0016395600516131426,0.12924802242113037,-0.1890562437347834,0.14724877689892163,0.02753343289210583,-0.2748213043212466,0.5128595009146899
0.8420076583918805,-0.534058749408141,0.3913475076719526,0.0373199279236584,-0.2569893929388366,0.2964923857063543,0.08486492696087028,-0.5049066901761681,0.2136068656667201
1.0033306885597355,-0.5553748953893659,0.7292030213603903,-0.6281673030229994,0.6555755894313484,-0.680460114113264,0.786508804870927,-0.3671828996690535,0.35793441809848553
0.11036996529046775,-0.1063982579873301,-0.30797694706655065,0.2376546362259579,0.30754356216740447,-0.37973364613801797,0.040311145756947164,-0.3017554710439931,-0.10944906160378798
0.5407061232819182,0.40386894207947954,0.10926635899365106,-0.05632827395177566,0.415513633629707,-0.1777273541652383,-0.4532859795307689,-0.0036273386984428113,0.1344914697620632
0.3927402189911726,0.6454530157754966,-0.10000765364635138,-0.013853201422212857,-0.753528014894099,0.7724892501620112,-0.22009965291427452,-0.21868034330250707,0.39151407876274874
0.5929160917486763,0.14263118453993506,0.1366046985431475,-0.04349918809901754,-0.00013629851879938537,0.11152675489787034,-0.017390983870048893,-0.6536837016309712,0.17390712000210162
0.7966092492263739,0.253265041805884,-0.17878696515081435,-0.2811863460057381,0.15911098455581296,-0.3005102861204551,0.38442700055688755,-0.08520307065897341,-0.021562512894175174
0.18491474935153135,0.182142902379917,0.30342239059234233,0.2131511227028084,-0.3697418294407602,-0.016578580297289758,-0.11091054896291178,0.14318257111521632,-0.22030056743646986
0.6614426284675954,0.2611108356663525,0.131064578995034,-0.2869989193066452,-0.31106571272426997,0.33397046599450486,-0.014488802926802824,0.16467598635541403,-0.40178682048791453
0.20611666434331105,0.3957403949651232,-0.19413335046931046,-0.09335207300989888,-0.11589724582580724,-0.025924023622997408,0.01399800684036577,-0.04767896845672512,0.06826536682858067
0.1708544398872362,0.2947974732708135,-0.04548792773168889,0.06170800219641412,-0.07155738868613647,0.1375525203297935,-0.29941646207007566,-0.11682529963334012,-0.07822491958713153
0.3455228237631863,0.5541097106325339,0.11945135756411487,-0.12877789358104233,-0.0587004362466971,0.005230910953853127,0.1413237459380456,0.08804418990642601,-0.20804447925943953
-0.5164393273828685,-0.4108272233037785,-0.38621669407301473,-0.648486595826816,-0.515403455038937,-0.2884180877897652,-0.6185003704265057,-0.5037022437800425,-0.17003306377535743
0.8824541811616213,0.40370161241074937,-0.7322764787489904,0.1728867056369398,0.22786115513084804,-0.3414269416712232,0.29934489437344214,-0.08413052621825806,-0.11876413444734837
0.6846660454360223,0.1367092367503775,-0.28126683733643815,0.6665062620757869,-0.22869058455929034,-0.26358979629755375,0.14362009510018545,-0.007947429613143556,-0.0647408730026294
0.8474450258565617,-0.4331277989834035,-0.21180412626656994,0.20953872778423366,-0.2563459128698611,0.3819469317917724,-0.4896008838490321,0.43193744032377795,-0.04536556806269582
0.5218244875172114,0.10876299884916257,-0.11424772945808621,0.005088712711985965,0.44309882858524285,0.02914445304931601,-0.3934854326842481,-0.1279901203871347,0.11507950557922147
0.3372120888162982,0.23444699772813143,-0.1678092586010613,0.08282500344249816,0.11080366226055864,0.17983018308532034,0.19535577756723385,0.16607303655722636,0.14947751819657473
0.537075031689784,-0.11274383756976211,0.3813539448865744,-0.41273812699837686,0.37781745539240846,-0.5621301285051269,-0.050999522882066856,-0.16007146927653954,0.028524643616409946
0.626149115062236,-0.3453527509546401,0.4711140558180002,0.13256888724032545,0.24411941044495195,0.07967714504678287,0.001259824905580853,-0.36240887672372035,0.13862597994574438
